id,remitente,asunto,contenido,enlaces,adjuntos,label
939,seguridad@banbajio.com,Estado de cuenta disponible,Has recibido una transferencia por $8271.60 de Ana Torres.,https://www.inbursa.com/,comprobante_pago.pdf,ham
940,seguridad@bbva-seguridad.mx.co,Actualiza tu token de seguridad,Inicia sesión para activar tu bonificación.,http://citibanamex-verifica.net/auth,,spam
941,alertas@afirme.com,Recordatorio de corte de tarjeta,Has recibido una transferencia por $8590.23 de Ana Torres.,https://www.hsbc.com.mx/,estado_cuenta.pdf,ham
942,notificaciones@afirme.com,Compra con tarjeta terminación ****0039,Tu código de verificación es 845930. No lo compartas con nadie.,https://www.banbajio.com/,comprobante_pago.pdf,ham
943,reintegro@banregio-seguro.su,"Pago rechazado, actualiza tu método",Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://hsbc-proteccion.top/session,factura.zip,spam
944,alertas@bbva.mx,Confirmación de pago de tarjeta,Tu tarjeta terminación ****2715 está lista en la sucursal seleccionada.,,ticket_pago.pdf,ham
945,reembolso@banamex.mx.reintegro.live,Recibe bonificación por lealtad,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://santander-identidad.info/update,,spam
946,seguridad@santander.com.mx,Alerta de movimiento en tu cuenta,La domiciliación por $9098.92 se aplicó a tu cuenta ****2653.,https://www.citibanamex.com/,aviso_domiciliacion.pdf,ham
947,notificaciones@bancoppel.com,Tu tarjeta está lista para entrega,Tu código de verificación es 568394. No lo compartas con nadie.,https://www.banregio.com/,movimientos.csv,ham
948,alerta@bancoppel-verify.io,Tu cuenta será cerrada en 24 horas,Confirma tu información y actualiza tus preguntas de seguridad.,http://banorte-alerta.support/verify,,spam
949,soporte@scotiabank.com.mx,Código de verificación de un solo uso,Tu código de verificación es 479176. No lo compartas con nadie.,,movimientos.csv,ham
950,soporte@scotiabank-reclamos.me,Bloqueo temporal de tu cuenta,Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://bbva.mx-login.safe-verify.com/ingreso,acuse.rar,spam
951,help-desk@scotiabank-reclamos.me,"Reembolso disponible, confirma tus datos",Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://banorte-alerta.support/verify,comprobante.html,spam
952,verificacion@azteca-ayuda.cc,Confirma tarjeta terminación ****9158,Valida tu token para mantener activa la banca móvil.,http://santander-identidad.info/update,,spam
953,reintegro@secure-bancoazteca.mx-account.org,Recibe bonificación por lealtad,Valida tu token para mantener activa la banca móvil.,http://bit.ly/banco-verify-123,comprobante.html,spam
954,alerta@citibanamex-verifica.net,Bloqueo temporal de tu cuenta,Confirma tu información y actualiza tus preguntas de seguridad.,http://bit.ly/banco-verify-123,token_instalador.exe,spam
955,seguridad@ci-bank.com,Estado de cuenta disponible,Confirmamos el pago por $9245.83 de tu tarjeta terminación ****9559.,https://www.bancoazteca.com.mx/,,ham
956,comunicaciones@banorte.com,Recordatorio de corte de tarjeta,Se actualizó tu información de contacto correctamente.,https://www.banorte.com/,comprobante_pago.pdf,ham
957,servicio.cliente@scotiabank.com.mx,Tu tarjeta está lista para entrega,Tu tarjeta terminación ****6218 está lista en la sucursal seleccionada.,https://www.inbursa.com/,aviso_domiciliacion.pdf,ham
958,alertas@banbajio.com,Compra con tarjeta terminación ****5022,Tu estado de cuenta de enero ya está disponible en banca en línea.,https://www.scotiabank.com.mx/,aviso_domiciliacion.pdf,ham
959,pagos@inbursa.com,Programación de transferencia exitosa,Tu código de verificación es 094827. No lo compartas con nadie.,https://www.inbursa.com/,movimientos.csv,ham
960,banca.en.linea@banbajio.com,Actualización de datos completada,La transferencia programada para 13 de diciembre quedó registrada.,https://www.afirme.com/,estado_cuenta.pdf,ham
961,help-desk@citibanamex-verifica.net,Tu cuenta será cerrada en 24 horas,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,,token_instalador.exe,spam
962,bloqueo@secure-bancoazteca.mx-account.org,"Reembolso disponible, confirma tus datos",Detectamos accesos extraños. Restablece tu contraseña ahora.,http://hsbc-proteccion.top/session,token_instalador.exe,spam
963,servicio.cliente@bancoppel.com,Tu tarjeta está lista para entrega,Confirmamos el pago por $10149.41 de tu tarjeta terminación ****8341.,https://www.bancoppel.com/,estado_cuenta.pdf,ham
964,reembolso@banamex.mx.reintegro.live,Verifica tu identidad para evitar suspensión,Inicia sesión para activar tu bonificación.,http://bit.ly/banco-verify-123,,spam
965,identidad@azteca-ayuda.cc,Tu cuenta será cerrada en 24 horas,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://bit.ly/banco-verify-123,acuse.rar,spam
966,seguridad@banorte-alerta.support,Confirma tarjeta terminación ****7780,Inicia sesión para activar tu bonificación.,http://banorte-alerta.support/verify,,spam
967,reintegro@banamex.mx.reintegro.live,Verifica tu identidad para evitar suspensión,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://bbva.mx-login.safe-verify.com/ingreso,token_instalador.exe,spam
968,help-desk@banorte-alerta.support,Tu cuenta será cerrada en 24 horas,Confirma tu información y actualiza tus preguntas de seguridad.,http://bit.ly/banco-verify-123,comprobante.html,spam
969,help-desk@azteca-ayuda.cc,Bloqueo temporal de tu cuenta,"Para evitar el cierre, inicia sesión y verifica aquí.",http://santander-identidad.info/update,app_seguridad.apk,spam
970,alertas@ci-bank.com,Programación de transferencia exitosa,Se registró un cargo por $1218.85 en comercio NETFLIX el 4 de julio.,https://www.bancoppel.com/,movimientos.csv,ham
971,seguridad@azteca-ayuda.cc,Comprueba tu dispositivo para continuar,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://santander-identidad.info/update,app_seguridad.apk,spam
972,estado.cuenta@banregio.com,Recordatorio de corte de tarjeta,Tu tarjeta terminación ****0774 está lista en la sucursal seleccionada.,https://www.cibanco.com/,comprobante_pago.pdf,ham
973,soporte@santander-identidad.info,Recibe bonificación por lealtad,Actualiza tu método de pago para evitar cargos adicionales.,http://secure-bancoazteca.mx-account.org/confirm,,spam
974,alerta@hsbc-proteccion.top,Comprueba tu dispositivo para continuar,Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://citibanamex-verifica.net/auth,comprobante.html,spam
975,comunicaciones@banregio.com,Estado de cuenta disponible,La domiciliación por $5596.23 se aplicó a tu cuenta ****8826.,,movimientos.csv,ham
976,estado.cuenta@inbursa.com,Transferencia recibida,Has recibido una transferencia por $7198.03 de Carlos Ruiz.,https://www.bancoazteca.com.mx/,aviso_domiciliacion.pdf,ham
977,help-desk@bbva.mx-login.safe-verify.com,"Actividad inusual, valida tu sesión",Detectamos accesos extraños. Restablece tu contraseña ahora.,http://citibanamex-verifica.net/auth,comprobante.html,spam
978,help-desk@bancoppel-verify.io,"Actividad inusual, valida tu sesión",Actualiza tu método de pago para evitar cargos adicionales.,http://citibanamex-verifica.net/auth,comprobante.html,spam
979,identidad@banamex.mx.reintegro.live,"Reembolso disponible, confirma tus datos",Confirma tu información y actualiza tus preguntas de seguridad.,http://citibanamex-verifica.net/auth,,spam
980,no-reply@afirme.com,Aviso de domiciliación ejecutada,"Detectamos un inicio de sesión desde Mérida. Si fuiste tú, ignora este mensaje.",,aviso_domiciliacion.pdf,ham
981,tokens@banregio.com,Recordatorio de corte de tarjeta,Tu código de verificación es 685670. No lo compartas con nadie.,https://www.banbajio.com/,aviso_domiciliacion.pdf,ham
982,estado.cuenta@bbva.mx,Programación de transferencia exitosa,Se actualizó tu información de contacto correctamente.,,comprobante_pago.pdf,ham
983,pagos@hsbc.com.mx,Tu tarjeta está lista para entrega,La domiciliación por $4905.41 se aplicó a tu cuenta ****7712.,,estado_cuenta.pdf,ham
984,seguridad@banorte.com,Programación de transferencia exitosa,Tu estado de cuenta de marzo ya está disponible en banca en línea.,https://www.santander.com.mx/,comprobante_pago.pdf,ham
985,seguridad@banamex.mx.reintegro.live,"Pago rechazado, actualiza tu método",Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://short.url/secure-pay,token_instalador.exe,spam
986,estado.cuenta@banregio.com,Tu tarjeta está lista para entrega,Confirmamos el pago por $10753.90 de tu tarjeta terminación ****8171.,https://www.banorte.com/,comprobante_pago.pdf,ham
987,seguridad@hsbc-proteccion.top,Recibe bonificación por lealtad,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://santander-identidad.info/update,acuse.rar,spam
988,noreply@bbva-seguridad.mx.co,Verifica tu identidad para evitar suspensión,Actualiza tu método de pago para evitar cargos adicionales.,,app_seguridad.apk,spam
989,notificaciones@bancoazteca.com.mx,Tu tarjeta está lista para entrega,Se actualizó tu información de contacto correctamente.,,ticket_pago.pdf,ham
990,soporte@bbva.mx,Tu tarjeta está lista para entrega,La transferencia programada para 26 de junio quedó registrada.,https://www.bancoazteca.com.mx/,,ham
991,alertas@bancoppel.com,Recordatorio de corte de tarjeta,Tu tarjeta terminación ****4086 está lista en la sucursal seleccionada.,https://www.santander.com.mx/,estado_cuenta.pdf,ham
992,alertas@banregio.com,Transferencia recibida,"Detectamos un inicio de sesión desde Guadalajara. Si fuiste tú, ignora este mensaje.",,comprobante_pago.pdf,ham
993,seguridad@citibanamex-verifica.net,Actualiza tu token de seguridad,Valida tu token para mantener activa la banca móvil.,http://citibanamex-verifica.net/auth,acuse.rar,spam
994,verificacion@santander-identidad.info,Verifica tu identidad para evitar suspensión,Confirma tu información y actualiza tus preguntas de seguridad.,http://hsbc-proteccion.top/session,acuse.rar,spam
995,bloqueo@scotiabank-reclamos.me,Comprueba tu dispositivo para continuar,Valida tu token para mantener activa la banca móvil.,,factura.zip,spam
996,comunicaciones@santander.com.mx,Confirmación de pago de tarjeta,La domiciliación por $1490.37 se aplicó a tu cuenta ****9810.,https://www.afirme.com/,ticket_pago.pdf,ham
997,notificaciones@banbajio.com,Compra con tarjeta terminación ****2421,La domiciliación por $10365.97 se aplicó a tu cuenta ****2421.,https://www.afirme.com/,aviso_domiciliacion.pdf,ham
998,alerta@bbva.mx-login.safe-verify.com,Tu cuenta será cerrada en 24 horas,"Para evitar el cierre, inicia sesión y verifica aquí.",http://hsbc-proteccion.top/session,factura.zip,spam
999,pagos@bancoazteca.com.mx,Transferencia recibida,Se registró un cargo por $11823.15 en comercio WALMART el 27 de octubre.,https://www.santander.com.mx/,movimientos.csv,ham
1000,estado.cuenta@afirme.com,Tu tarjeta está lista para entrega,Tu código de verificación es 939323. No lo compartas con nadie.,https://www.cibanco.com/,movimientos.csv,ham
1001,noreply@scotiabank-reclamos.me,Verifica tu identidad para evitar suspensión,Detectamos accesos extraños. Restablece tu contraseña ahora.,,token_instalador.exe,spam
1002,bloqueo@hsbc-proteccion.top,Actualiza tu token de seguridad,Se requiere un pago único administrativo para liberar tu paquete.,http://banorte-alerta.support/verify,,spam
1003,seguridad@banregio-seguro.su,Verifica tu identidad para evitar suspensión,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://bit.ly/banco-verify-123,comprobante.html,spam
1004,soporte@santander.com.mx,Aviso de domiciliación ejecutada,La transferencia programada para 16 de septiembre quedó registrada.,https://www.banorte.com/,,ham
1005,no-reply@ci-bank.com,Compra con tarjeta terminación ****1681,La domiciliación por $9961.62 se aplicó a tu cuenta ****1681.,,estado_cuenta.pdf,ham
1006,servicio.cliente@hsbc.com.mx,Actualización de datos completada,Tu código de verificación es 067620. No lo compartas con nadie.,,movimientos.csv,ham
1007,pagos@ci-bank.com,Notificación de acceso desde nuevo dispositivo,"Detectamos un inicio de sesión desde Toluca. Si fuiste tú, ignora este mensaje.",https://www.banregio.com/,ticket_pago.pdf,ham
1008,soporte@banamex.mx.reintegro.live,Actualiza tu token de seguridad,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://short.url/secure-pay,token_instalador.exe,spam
1009,bloqueo@azteca-ayuda.cc,Verifica tu identidad para evitar suspensión,"Para evitar el cierre, inicia sesión y verifica aquí.",http://bit.ly/banco-verify-123,app_seguridad.apk,spam
1010,bloqueo@bancoppel-verify.io,Actualiza tu token de seguridad,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://bbva-seguridad.mx.co/login,,spam
1011,reintegro@banorte-alerta.support,Tu cuenta será cerrada en 24 horas,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://bbva.mx-login.safe-verify.com/ingreso,token_instalador.exe,spam
1012,actualizacion@citibanamex-verifica.net,Confirma tarjeta terminación ****4928,Inicia sesión para activar tu bonificación.,http://citibanamex-verifica.net/auth,acuse.rar,spam
1013,comunicaciones@hsbc.com.mx,Alerta de movimiento en tu cuenta,Has recibido una transferencia por $956.04 de Luis García.,https://www.bancoazteca.com.mx/,aviso_domiciliacion.pdf,ham
1014,alerta@azteca-ayuda.cc,Actualiza tu token de seguridad,Inicia sesión para activar tu bonificación.,,factura.zip,spam
1015,reembolso@citibanamex-verifica.net,Recibe bonificación por lealtad,Valida tu token para mantener activa la banca móvil.,http://santander-identidad.info/update,comprobante.html,spam
1016,notificaciones@afirme.com,Notificación de acceso desde nuevo dispositivo,Has recibido una transferencia por $2259.47 de Sofía Hernández.,https://www.banorte.com/,comprobante_pago.pdf,ham
1017,soporte@bbva.mx,Programación de transferencia exitosa,Tu estado de cuenta de marzo ya está disponible en banca en línea.,https://www.afirme.com/,comprobante_pago.pdf,ham
1018,no-reply@banbajio.com,Tu tarjeta está lista para entrega,Has recibido una transferencia por $2902.23 de Luis García.,https://www.bancoazteca.com.mx/,estado_cuenta.pdf,ham
1019,servicio.cliente@santander.com.mx,Código de verificación de un solo uso,La transferencia programada para 8 de junio quedó registrada.,https://www.bancoppel.com/,ticket_pago.pdf,ham
1020,verificacion@bbva.mx-login.safe-verify.com,Tu cuenta será cerrada en 24 horas,Valida tu token para mantener activa la banca móvil.,http://bbva.mx-login.safe-verify.com/ingreso,comprobante.html,spam
1021,help-desk@secure-bancoazteca.mx-account.org,Bloqueo temporal de tu cuenta,Valida tu token para mantener activa la banca móvil.,http://bbva-seguridad.mx.co/login,token_instalador.exe,spam
1022,seguridad@bbva.mx-login.safe-verify.com,Tu cuenta será cerrada en 24 horas,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://secure-bancoazteca.mx-account.org/confirm,factura.zip,spam
1023,alerta@bbva-seguridad.mx.co,Recibe bonificación por lealtad,Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://bbva-seguridad.mx.co/login,,spam
1024,reintegro@bbva-seguridad.mx.co,Bloqueo temporal de tu cuenta,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://hsbc-proteccion.top/session,token_instalador.exe,spam
1025,reintegro@scotiabank-reclamos.me,Comprueba tu dispositivo para continuar,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://banorte-alerta.support/verify,app_seguridad.apk,spam
1026,bloqueo@hsbc-proteccion.top,Bloqueo temporal de tu cuenta,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://citibanamex-verifica.net/auth,token_instalador.exe,spam
1027,seguridad@ci-bank.com,Aviso de domiciliación ejecutada,Tu estado de cuenta de octubre ya está disponible en banca en línea.,,,ham
1028,actualizacion@banregio-seguro.su,Confirma tarjeta terminación ****2000,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://hsbc-proteccion.top/session,,spam
1029,estado.cuenta@scotiabank.com.mx,Recordatorio de corte de tarjeta,Has recibido una transferencia por $7744.89 de Ana Torres.,https://www.afirme.com/,movimientos.csv,ham
1030,notificaciones@inbursa.com,Compra con tarjeta terminación ****8370,"Detectamos un inicio de sesión desde Monterrey. Si fuiste tú, ignora este mensaje.",https://www.santander.com.mx/,movimientos.csv,ham
1031,tokens@citibanamex.com,Alerta de movimiento en tu cuenta,Tu código de verificación es 353142. No lo compartas con nadie.,,estado_cuenta.pdf,ham
1032,actualizacion@banamex.mx.reintegro.live,Bloqueo temporal de tu cuenta,Confirma tu información y actualiza tus preguntas de seguridad.,http://hsbc-proteccion.top/session,acuse.rar,spam
1033,actualizacion@bancoppel-verify.io,Actualiza tu token de seguridad,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://secure-bancoazteca.mx-account.org/confirm,token_instalador.exe,spam
1034,verificacion@hsbc-proteccion.top,Verifica tu identidad para evitar suspensión,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://citibanamex-verifica.net/auth,app_seguridad.apk,spam
1035,seguridad@scotiabank.com.mx,Actualización de datos completada,Tu tarjeta terminación ****4496 está lista en la sucursal seleccionada.,https://www.inbursa.com/,estado_cuenta.pdf,ham
1036,tokens@hsbc.com.mx,Estado de cuenta disponible,Confirmamos el pago por $2415.42 de tu tarjeta terminación ****3584.,https://www.bancoazteca.com.mx/,comprobante_pago.pdf,ham
1037,soporte@scotiabank.com.mx,Confirmación de pago de tarjeta,Has recibido una transferencia por $2605.08 de María López.,https://www.scotiabank.com.mx/,movimientos.csv,ham
1038,alertas@citibanamex.com,Recordatorio de corte de tarjeta,Se registró un cargo por $271.83 en comercio NETFLIX el 2 de junio.,https://www.afirme.com/,ticket_pago.pdf,ham
1039,seguridad@hsbc.com.mx,Notificación de acceso desde nuevo dispositivo,Confirmamos el pago por $10344.74 de tu tarjeta terminación ****6896.,https://www.banorte.com/,aviso_domiciliacion.pdf,ham
1040,banca.en.linea@banbajio.com,Recordatorio de corte de tarjeta,La domiciliación por $1469.10 se aplicó a tu cuenta ****4075.,,,ham
1041,banca.en.linea@bbva.mx,Aviso de domiciliación ejecutada,Se registró un cargo por $5936.73 en comercio TELMEX el 6 de diciembre.,,aviso_domiciliacion.pdf,ham
1042,reembolso@banregio-seguro.su,Tu cuenta será cerrada en 24 horas,Confirma tu información y actualiza tus preguntas de seguridad.,http://banorte-alerta.support/verify,comprobante.html,spam
1043,reintegro@bancoppel-verify.io,Verifica tu identidad para evitar suspensión,Se requiere un pago único administrativo para liberar tu paquete.,http://banorte-alerta.support/verify,token_instalador.exe,spam
1044,pagos@scotiabank.com.mx,Estado de cuenta disponible,La transferencia programada para 21 de agosto quedó registrada.,,aviso_domiciliacion.pdf,ham
1045,tokens@bancoazteca.com.mx,Confirmación de pago de tarjeta,Tu código de verificación es 477156. No lo compartas con nadie.,https://www.hsbc.com.mx/,comprobante_pago.pdf,ham
1046,soporte@afirme.com,Actualización de datos completada,La transferencia programada para 26 de noviembre quedó registrada.,https://www.hsbc.com.mx/,movimientos.csv,ham
1047,reintegro@azteca-ayuda.cc,Recibe bonificación por lealtad,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://secure-bancoazteca.mx-account.org/confirm,acuse.rar,spam
1048,notificaciones@banbajio.com,Alerta de movimiento en tu cuenta,Has recibido una transferencia por $6327.59 de Ana Torres.,https://www.banorte.com/,,ham
1049,estado.cuenta@hsbc.com.mx,Notificación de acceso desde nuevo dispositivo,Confirmamos el pago por $9808.23 de tu tarjeta terminación ****5909.,,estado_cuenta.pdf,ham
1050,no-reply@santander.com.mx,Confirmación de pago de tarjeta,Se registró un cargo por $2133.61 en comercio SPOTIFY el 20 de junio.,,estado_cuenta.pdf,ham
1051,soporte@banamex.mx.reintegro.live,"Actividad inusual, valida tu sesión",Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://hsbc-proteccion.top/session,comprobante.html,spam
1052,help-desk@banorte-alerta.support,"Pago rechazado, actualiza tu método",Detectamos accesos extraños. Restablece tu contraseña ahora.,http://santander-identidad.info/update,app_seguridad.apk,spam
1053,alerta@bbva-seguridad.mx.co,"Pago rechazado, actualiza tu método",Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://santander-identidad.info/update,comprobante.html,spam
1054,seguridad@banbajio.com,Tu tarjeta está lista para entrega,La domiciliación por $5954.14 se aplicó a tu cuenta ****0296.,https://www.bancoazteca.com.mx/,aviso_domiciliacion.pdf,ham
1055,help-desk@secure-bancoazteca.mx-account.org,Actualiza tu token de seguridad,Confirma tu información y actualiza tus preguntas de seguridad.,http://bbva.mx-login.safe-verify.com/ingreso,,spam
1056,bloqueo@scotiabank-reclamos.me,Acceso no reconocido. Restablece tu contraseña,"Para evitar el cierre, inicia sesión y verifica aquí.",http://citibanamex-verifica.net/auth,factura.zip,spam
1057,banca.en.linea@santander.com.mx,Programación de transferencia exitosa,La transferencia programada para 22 de noviembre quedó registrada.,https://www.scotiabank.com.mx/,ticket_pago.pdf,ham
1058,banca.en.linea@banorte.com,Tu tarjeta está lista para entrega,Has recibido una transferencia por $431.18 de Carlos Ruiz.,https://www.santander.com.mx/,ticket_pago.pdf,ham
1059,notificaciones@banorte.com,Notificación de acceso desde nuevo dispositivo,Se actualizó tu información de contacto correctamente.,,comprobante_pago.pdf,ham
1060,actualizacion@banamex.mx.reintegro.live,Actualiza tu token de seguridad,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://banorte-alerta.support/verify,factura.zip,spam
1061,actualizacion@bbva.mx-login.safe-verify.com,Verifica tu identidad para evitar suspensión,"Para evitar el cierre, inicia sesión y verifica aquí.",http://hsbc-proteccion.top/session,,spam
1062,actualizacion@hsbc-proteccion.top,Tu cuenta será cerrada en 24 horas,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://banorte-alerta.support/verify,comprobante.html,spam
1063,pagos@inbursa.com,Alerta de movimiento en tu cuenta,Has recibido una transferencia por $11567.71 de Carlos Ruiz.,https://www.citibanamex.com/,ticket_pago.pdf,ham
1064,seguridad@bbva.mx-login.safe-verify.com,"Actividad inusual, valida tu sesión",Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://bbva.mx-login.safe-verify.com/ingreso,token_instalador.exe,spam
1065,reembolso@secure-bancoazteca.mx-account.org,Comprueba tu dispositivo para continuar,"Para evitar el cierre, inicia sesión y verifica aquí.",http://hsbc-proteccion.top/session,acuse.rar,spam
1066,soporte@citibanamex.com,Alerta de movimiento en tu cuenta,Tu código de verificación es 962368. No lo compartas con nadie.,https://www.hsbc.com.mx/,movimientos.csv,ham
1067,verificacion@santander-identidad.info,Comprueba tu dispositivo para continuar,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://banorte-alerta.support/verify,app_seguridad.apk,spam
1068,comunicaciones@banorte.com,Alerta de movimiento en tu cuenta,Se actualizó tu información de contacto correctamente.,,comprobante_pago.pdf,ham
1069,soporte@ci-bank.com,Tu tarjeta está lista para entrega,Se registró un cargo por $4848.21 en comercio OXXO el 16 de diciembre.,https://www.citibanamex.com/,comprobante_pago.pdf,ham
1070,seguridad@inbursa.com,Programación de transferencia exitosa,Tu código de verificación es 370780. No lo compartas con nadie.,https://www.bancoazteca.com.mx/,,ham
1071,alerta@secure-bancoazteca.mx-account.org,Verifica tu identidad para evitar suspensión,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,,app_seguridad.apk,spam
1072,soporte@secure-bancoazteca.mx-account.org,"Reembolso disponible, confirma tus datos","Para evitar el cierre, inicia sesión y verifica aquí.",http://bit.ly/banco-verify-123,app_seguridad.apk,spam
1073,comunicaciones@bbva.mx,Código de verificación de un solo uso,Tu código de verificación es 090320. No lo compartas con nadie.,,,ham
1074,banca.en.linea@afirme.com,Estado de cuenta disponible,Has recibido una transferencia por $1199.86 de Carlos Ruiz.,https://www.citibanamex.com/,estado_cuenta.pdf,ham
1075,reintegro@santander-identidad.info,Bloqueo temporal de tu cuenta,Valida tu token para mantener activa la banca móvil.,http://hsbc-proteccion.top/session,factura.zip,spam
1076,reintegro@banorte-alerta.support,Acceso no reconocido. Restablece tu contraseña,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://secure-bancoazteca.mx-account.org/confirm,app_seguridad.apk,spam
1077,soporte@ci-bank.com,Estado de cuenta disponible,Tu estado de cuenta de mayo ya está disponible en banca en línea.,https://www.citibanamex.com/,,ham
1078,identidad@azteca-ayuda.cc,Acceso no reconocido. Restablece tu contraseña,Valida tu token para mantener activa la banca móvil.,http://bbva.mx-login.safe-verify.com/ingreso,comprobante.html,spam
1079,actualizacion@azteca-ayuda.cc,Actualiza tu token de seguridad,Actualiza tu método de pago para evitar cargos adicionales.,http://santander-identidad.info/update,comprobante.html,spam
1080,soporte@bancoppel-verify.io,"Pago rechazado, actualiza tu método",Inicia sesión para activar tu bonificación.,http://short.url/secure-pay,token_instalador.exe,spam
1081,bloqueo@santander-identidad.info,Bloqueo temporal de tu cuenta,Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://banorte-alerta.support/verify,token_instalador.exe,spam
1082,noreply@santander-identidad.info,Confirma tarjeta terminación ****5957,Inicia sesión para activar tu bonificación.,http://secure-bancoazteca.mx-account.org/confirm,,spam
1083,help-desk@santander-identidad.info,"Pago rechazado, actualiza tu método",Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://bbva.mx-login.safe-verify.com/ingreso,app_seguridad.apk,spam
1084,reembolso@bbva-seguridad.mx.co,Actualiza tu token de seguridad,Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://santander-identidad.info/update,,spam
1085,soporte@inbursa.com,Transferencia recibida,La domiciliación por $5091.83 se aplicó a tu cuenta ****6799.,,movimientos.csv,ham
1086,tokens@ci-bank.com,Alerta de movimiento en tu cuenta,Has recibido una transferencia por $1142.29 de María López.,,comprobante_pago.pdf,ham
1087,pagos@santander.com.mx,Estado de cuenta disponible,"Detectamos un inicio de sesión desde Mérida. Si fuiste tú, ignora este mensaje.",,,ham
1088,soporte@banregio.com,Notificación de acceso desde nuevo dispositivo,Has recibido una transferencia por $10925.67 de Juan Pérez.,https://www.bbva.mx/,comprobante_pago.pdf,ham
1089,notificaciones@bancoazteca.com.mx,Confirmación de pago de tarjeta,La domiciliación por $574.29 se aplicó a tu cuenta ****9627.,,,ham
1090,verificacion@scotiabank-reclamos.me,Confirma tarjeta terminación ****1804,Confirma tu información y actualiza tus preguntas de seguridad.,http://banorte-alerta.support/verify,app_seguridad.apk,spam
1091,reembolso@banregio-seguro.su,Recibe bonificación por lealtad,"Para evitar el cierre, inicia sesión y verifica aquí.",http://citibanamex-verifica.net/auth,acuse.rar,spam
1092,pagos@bancoazteca.com.mx,Estado de cuenta disponible,Se actualizó tu información de contacto correctamente.,,movimientos.csv,ham
1093,soporte@citibanamex.com,Confirmación de pago de tarjeta,"Detectamos un inicio de sesión desde CDMX. Si fuiste tú, ignora este mensaje.",,movimientos.csv,ham
1094,comunicaciones@santander.com.mx,Confirmación de pago de tarjeta,"Detectamos un inicio de sesión desde Guadalajara. Si fuiste tú, ignora este mensaje.",https://www.banbajio.com/,,ham
1095,actualizacion@bbva-seguridad.mx.co,Acceso no reconocido. Restablece tu contraseña,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://bbva-seguridad.mx.co/login,comprobante.html,spam
1096,soporte@bancoppel.com,Aviso de domiciliación ejecutada,Tu código de verificación es 362015. No lo compartas con nadie.,https://www.hsbc.com.mx/,,ham
1097,notificaciones@ci-bank.com,Tu tarjeta está lista para entrega,Tu estado de cuenta de abril ya está disponible en banca en línea.,,comprobante_pago.pdf,ham
1098,comunicaciones@hsbc.com.mx,Alerta de movimiento en tu cuenta,La transferencia programada para 1 de marzo quedó registrada.,https://www.santander.com.mx/,,ham
1099,comunicaciones@bancoppel.com,Notificación de acceso desde nuevo dispositivo,Tu código de verificación es 545439. No lo compartas con nadie.,,estado_cuenta.pdf,ham
1100,verificacion@secure-bancoazteca.mx-account.org,Verifica tu identidad para evitar suspensión,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://banorte-alerta.support/verify,,spam
1101,estado.cuenta@bancoppel.com,Recordatorio de corte de tarjeta,"Detectamos un inicio de sesión desde León. Si fuiste tú, ignora este mensaje.",https://www.cibanco.com/,,ham
1102,noreply@banregio-seguro.su,"Pago rechazado, actualiza tu método",Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://short.url/secure-pay,acuse.rar,spam
